Industry,Date,StartupName,IndustryVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,value
Industry,7/9/2016,Zilingo,eCommerce,Bangalore/ Bangkok,"Venturra Capital, Sequoia India, Susquehanna International Group.  Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000.0,1
Industry,7/9/2016,Alternacare,Consumer Internet,New Delhi,Eros Labs,Seed Funding,500000.0,1
Industry,7/9/2016,Simplilearn,Education,Bangalore,InnoVen Capital India,Private Equity,6000000.0,1
Industry,7/9/2016,Prozo,eCommerce,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000.0,1
Industry,8/9/2016,TopRankers,Education,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000.0,1
Industry,8/9/2016,BuildTraders,eCommerce,Bangalore,Idein Ventures,Seed Funding,200000.0,1
Industry,10/9/2016,Freshboxx,eCommerce,Hubli,Ravi Linganuri,Seed Funding,0.0,1
Industry,10/9/2016,CureInstant,Consumer Internet,New Delhi,Dr. Rameshwar Kumar,Seed Funding,150000.0,1
Industry,10/9/2016,Poshtic,Consumer Internet,Noida,"havya Sharma, Amit Nagar",Seed Funding,450000.0,1
Industry,10/9/2016,KarmaCircles,Consumer Internet,New Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,0.0,1
Industry,12/9/2016,Purple Style Labs,Consumer Internet,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000.0,1
Industry,12/9/2016,Glam Studios,Consumer Internet,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000.0,1
Industry,13/9/2016,Findow,Consumer Internet,Bangalore,Raj Singh Bhandal,Seed Funding,0.0,1
Industry,13/9/2016,IdeaChakki,Consumer Internet,Delhi,Ratan Tata,Seed Funding,0.0,1
Industry,13/9/2016,ShoeKonnect,eCommerce,Agra,Indian Angels Network,Seed Funding,0.0,1
Industry,13/9/2016,NearBuy,Consumer Internet,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000.0,1
Industry,14/9/2016,ZeroInfy,Consumer Internet,Kolkata,Calcutta Angels Network,Seed Funding,0.0,1
Industry,14/9/2016,Flocareer,Consumer Internet,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000.0,1
Industry,14/9/2016,LensPick,eCommerce,Bangalore,Scadea Solutions Inc,Private Equity,0.0,1
Industry,15/9/2016,infeedo,Consumer Internet,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,  Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000.0,1
Industry,15/9/2016,GoPigeon,Consumer Internet,Bangalore,Nexus Venture Partners,Private Equity,1500000.0,1
Industry,16/9/2016,NewsDistill,Consumer Internet,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000.0,1
Industry,16/9/2016,DoctorInsta,Consumer Internet,Gurgaon,RoundGlass Partners,Private Equity,1000000.0,1
Industry,19/9/2016,Milofy,Consumer Internet,Bangalore,Accel Partners,Seed Funding,750000.0,1
Industry,20/9/2016,Codemojo,Consumer Internet,Bangalore,CIO Angel Network,Seed Funding,0.0,1
Industry,20/9/2016,JustLikeNew,eCommerce,Hyderabad,LetsVenture,Seed Funding,500000.0,1
Industry,21/9/2016,Co Life,Consumer Internet,Bangalore,Undisclosed Investors,Seed Funding,1000000.0,1
Industry,21/9/2016,PurpleDocs,Consumer Internet,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,0.0,1
Industry,21/9/2016,Pepperfry,eCommerce,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000.0,1
Industry,21/9/2016,eQuickies,eCommerce,Ahmedabad,Lothal Angel Ventures,Seed Funding,298000.0,1
Industry,22/9/2016,Gadgetwood,Consumer Internet,New Delhi,Carpediem Capital,Private Equity,6000000.0,1
Industry,22/9/2016,DailyRounds,Consumer Internet,Bangalore,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,0.0,1
Industry,23/9/2016,Parentlane,Consumer Internet,Bangalore,Rohit MA,Seed Funding,0.0,1
Industry,23/9/2016,First Moms Club,Consumer Internet,Mumbai,Idea Wave Labs,Seed Funding,0.0,1
Industry,26/9/2016,Let’s Barter,Consumer Internet,New Delhi,Scale Ventures Funds,Seed Funding,0.0,1
Industry,26/9/2016,EvenGini,Consumer Internet,Chennai,Procam International Pvt. Ltd,Private Equity,0.0,1
Industry,27/9/2016,Canvs,Consumer Internet,Mumbai,Pratik Seal,Seed Funding,0.0,1
Industry,28/9/2016,Beardo,eCommerce,Ahmedabad,Venture Catalysts,Seed Funding,500000.0,1
Industry,28/9/2016,Instacar,Consumer Internet,Indore,Swastika Co Ltd.,Seed Funding,1000000.0,1
Industry,29/9/2016,Promon,eCommerce,New Delhi,Now Capital,Seed Funding,180000.0,1
Industry,29/9/2016,Fastudent,eCommerce,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,0.0,1
Industry,29/9/2016,Unocoin,Consumer Internet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000.0,1
Industry,30/9/2016,Demyto,Consumer Internet,Pune,Deepak Nathani,Seed Funding,0.0,1
Industry,30/9/2016,Kalaage,Consumer Internet,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,0.0,1
Industry,1/8/2016,HealthKart,eCommerce,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000.0,1
Industry,1/8/2016,RepairEasy,Consumer Internet,Pune,Undisclosed HNIs,Seed Funding,275000.0,1
Industry,1/8/2016,Tokri,Consumer Internet,Pune,Syska LED group,Private Equity,2500000.0,1
Industry,2/8/2016,Sheroes,Consumer Internet,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000.0,1
Industry,2/8/2016,Daily Ninja,Consumer Internet,Bangalore,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,0.0,1
Industry,3/8/2016,Xcode,Healthcare,Chennai,RoundGlass Partners,Private Equity,0.0,1
Industry,3/8/2016,ExtraCarbon,Consumer Internet,Gurgaon,Brand Capital,Seed Funding,225000.0,1
Industry,3/8/2016,FlickBay,Consumer Internet,Mumbai,Paul Roy,Seed Funding,890000.0,1
Industry,4/8/2016,Petoo,Consumer Internet,Bangalore,Existing Investors,Seed Funding,500000.0,1
Industry,5/8/2016,Tricog,Healthcare,Bangalore,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,0.0,1
Industry,8/8/2016,Mojarto,eCommerce,Gurgaon,Undisclosed Investors,Seed Funding,445000.0,1
Industry,8/8/2016,Zipgrid,Consumer Internet,Mumbai,1Crowd (through crowd funding),Seed Funding,200000.0,1
Industry,10/8/2016,Bombay Shaving Company,eCommerce,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000.0,1
Industry,11/8/2016,Travelyaari,Consumer Internet,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000.0,1
Industry,11/8/2016,91SpringBoard,Consumer Internet,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,0.0,1
Industry,11/8/2016,Genextstudents,Consumer Internet,Mumbai,1Crowd (through crowdfunding),Seed Funding,209000.0,1
Industry,12/8/2016,Faircent.com,Consumer Internet,Gurgaon,Brand Capital,Private Equity,1500000.0,1
Industry,12/8/2016,Funcastic,Consumer Internet,New Delhi,"HT Media Ltd, North Base Media",Seed Funding,0.0,1
Industry,15/08/2016,Buttercups,eCommerce,Bangalore,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,0.0,1
Industry,16/08/2016,Zappfresh,eCommerce,Gurgaon,Ashvin Chadha,Seed Funding,0.0,1
Industry,16/08/2016,OyoRooms,Consumer Internet,New Delhi,SoftBank Group,Private Equity,62000000.0,1
Industry,16/08/2016,Hike,Consumer Internet,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000.0,1
Industry,16/08/2016,Joolz,eCommerce,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000.0,1
Industry,16/08/2016,SaleBhai,eCommerce,Ahmedabad,Brand Capital,Private Equity,1500000.0,1
Industry,16/08/2016,Gradopedia,Consumer Internet,Mumbai,Undisclosed Dubai based HNIs,Seed Funding,0.0,1
Industry,18/08/2016,Meesho,eCommerce,Bangalore,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,0.0,1
Industry,19/08/2016,Quikr,Consumer Internet,Mumbai,Brand Capital,Private Equity,20000000.0,1
Industry,22/08/2016,Zzungry,Consumer Internet,Bangalore,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,0.0,1
Industry,22/08/2016,Puro Wellness,Healthcare,Mumbai,Torrent Group,Private Equity,37000000.0,1
Industry,22/08/2016,Fitternity,Consumer Internet,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,0.0,1
Industry,23/08/2016,Notesgen,Consumer Internet,New Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,100000.0,1
Industry,23/08/2016,NearU,Consumer Internet,Mumbai,Dr. Goutam Challagalla,Seed Funding,0.0,1
Industry,24/08/2016,ShaadiSaga,Consumer Internet,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,0.0,1
Industry,24/08/2016,UnaAcademy,Consumer Internet,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,  Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000.0,1
Industry,24/08/2016,Guarented,eCommerce,Bangalore,Kalaari Capital,Seed Funding,500000.0,1
Industry,24/08/2016,Uber Dreams,eCommerce,Mumbai,Mohit Lalvani,Seed Funding,500000.0,1
Industry,24/08/2016,Convegenius,Education,Noida,Michael and Susan Dell Foundation,Private Equity,900000.0,1
Industry,24/08/2016,UrbanLadder,eCommerce,Mumbai,Trifecta Capital,Private Equity,3000000.0,1
Industry,24/08/2016,enCashea,Consumer Internet,Bangalore,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,0.0,1
Industry,25/08/2016,Cult,Healthcare,Bangalore,CureFit,Private Equity,3000000.0,1
Industry,25/08/2016,NearFox,Consumer Internet,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,  Arpan Nagdeve",Seed Funding,0.0,1
Industry,25/08/2016,ZoomCar,Consumer Internet,Bangalore,Ford Smart Mobility Llc,Private Equity,24000000.0,1
Industry,26/08/2016,Plix,Consumer Internet,Gurgaon,Instalabs,Seed Funding,500000.0,1
Industry,26/08/2016,Mobikwik,Consumer Internet,Gurgaon,Net1 UEPS Technologies Inc,Private Equity,40000000.0,1
Industry,26/08/2016,MyDidi,Consumer Internet,Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,550000.0,1
Industry,26/08/2016,CrownIt,Consumer Internet,Gurgaon,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,0.0,1
Industry,29/08/2016,LoanTap,Consumer Internet,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000.0,1
Industry,29/08/2016,Runnr,Consumer Internet,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000.0,1
Industry,29/08/2016,Zolo,Consumer Internet,Noida,Hitouch AG,Private Equity,0.0,1
Industry,29/08/2016,Notion Press,Consumer Internet,Chennai,Undisclosed HNI investors,Private Equity,1000000.0,1
Industry,29/08/2016,LivSpace,Consumer Internet,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000.0,1
Industry,30/8/2016,DayBox,Consumer Internet,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000.0,1
Industry,30/8/2016,Canvera,Consumer Internet,Bangalore,Info Edge (India) Ltd,Private Equity,3000000.0,1
Industry,31/8/2016,Flyrobe,eCommerce,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000.0,1
Industry,31/8/2016,inclov,Consumer Internet,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,0.0,1
Industry,1/7/2016,RazorPay,Consumer Internet,Bangalore,MasterCard,Private Equity,0.0,1
Industry,1/7/2016,Venture Catalysts,Consumer Internet,Mumbai,Zaffiro Ventures,Seed Funding,500000.0,1
Industry,1/7/2016,PressPlay TV,Consumer Internet,New Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,0.0,1
Industry,2/7/2016,Playment,Consumer Internet,Bangalore,SAIF Partners,Private Equity,700000.0,1
Industry,4/7/2016,WealthTrust,Consumer Internet,Mumbai,India Quotient,Seed Funding,0.0,1
Industry,4/7/2016,Curefit,Consumer Internet,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000.0,1
Industry,4/7/2016,StitchWood,eCommerce,Mumbai,Deepak Gupta,Seed Funding,200000.0,1
Industry,4/7/2016,Fulfil.IO,Consumer Internet,US,Rajan Anandan,Seed Funding,0.0,1
Industry,4/7/2016,NeoGrowth,Finance,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000.0,1
Industry,5/7/2016,SeeDoc,Consumer Internet,Gurgaon,YourNest Angel Fund  & Others,Private Equity,1000000.0,1
Industry,5/7/2016,BookMyShow,Consumer Internet,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000.0,1
Industry,6/7/2016,HappilyUnmarried,eCommerce,New Delhi,Info Edge (India) Ltd,Private Equity,740000.0,1
Industry,6/7/2016,Wedding Wishlist,Consumer Internet,Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,297000.0,1
Industry,7/7/2016,Adytude,Consumer Internet,New Delhi,Indian Angel Network,Private Equity,1000000.0,1
Industry,8/7/2016,Pitstop,Consumer Internet,Bangalore,"Alex Chua, Rahul Garg",Seed Funding,0.0,1
Industry,11/7/2016,Purplle,eCommerce,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000.0,1
Industry,11/7/2016,Overcart.com,eCommerce,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000.0,1
Industry,12/7/2016,MintM,Consumer Internet,Bangalore,"Mumbai Angels,  Times Internet",Private Equity,0.0,1
Industry,12/7/2016,HitGrit,Consumer Internet,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,0.0,1
Industry,12/7/2016,Find My Stay,Consumer Internet,New Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,0.0,1
Industry,13/07/2016,YAAP,Consumer Internet,New Delhi,Rainmaker Ventures,Private Equity,5000000.0,1
Industry,13/07/2016,Utoo Cabs,Consumer Internet,Chennai,Ajay Piramal,Seed Funding,0.0,1
Industry,13/07/2016,Twigly,Consumer Internet,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000.0,1
Industry,13/07/2016,Urban Tailor,Consumer Internet,Bangalore,Unitus Seed Fund,Private Equity,0.0,1
Industry,13/07/2016,RentMojo,Consumer Internet,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,5000000.0,1
Industry,13/07/2016,CityFurnish,Consumer Internet,Gurgaon,Brand Capital,Seed Funding,0.0,1
Industry,13/07/2016,HEAL Institute,Healthcare,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,0.0,1
Industry,14/07/2016,Augrav,eCommerce,Coimbatore,Keiretsu Forum,Seed Funding,450000.0,1
Industry,14/07/2016,TransTutors / AskIITians,Consumer Internet,New Delhi,500 Startups,Private Equity,0.0,1
Industry,15/07/2016,BankerBay,Consumer Internet,Bangalore,undisclosed investors,Private Equity,2000000.0,1
Industry,15/07/2016,BaggOut,eCommerce,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,0.0,1
Industry,15/07/2016,SatvaCart,eCommerce,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,0.0,1
Industry,15/07/2016,Ridlr,Consumer Internet,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000.0,1
Industry,18/07/2016,Yellowdig,Consumer Internet,Pune,SRI Capital,Seed Funding,650000.0,1
Industry,18/07/2016,Zuppler,Consumer Internet,New Delhi,SRI Capital,Seed Funding,650000.0,1
Industry,18/07/2016,BlueStone,eCommerce,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000.0,1
Industry,19/07/2016,Deal4Loans / Wishfin,Consumer Internet,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000.0,1
Industry,19/07/2016,AppLop,Consumer Internet,Gurgaon,Green House Ventures Accelerator,Seed Funding,250000.0,1
Industry,20/07/2016,Tax2Win,Consumer Internet,Jaipur,Undisclosed Investors,Private Equity,1000000.0,1
Industry,20/07/2016,iServe Financial,Consumer Internet,Pune,Nilesh Shah,Seed Funding,0.0,1
Industry,21/07/2016,MyTaxiIndia,Consumer Internet,New Delhi,Nihon Kotsu Co,Private Equity,1000000.0,1
Industry,21/07/2016,AbeRuk,eCommerce,Bangalore,Swastika Company Pvt Ltd,Seed Funding,0.0,1
Industry,21/07/2016,Wiwigo,Consumer Internet,Bangalore,Indian Angel Network,Seed Funding,595000.0,1
Industry,1/6/2016,Chikoop,Consumer Internet,Indore,Undisclosed Investors,Seed Funding,0.0,1
Industry,2/6/2016,Visit,Consumer Internet,New Delhi,MapmyIndia,Seed Funding,0.0,1
Industry,2/6/2016,Coutloot,eCommerce,Mumbai,Venture Catalysts,Seed Funding,0.0,1
Industry,2/6/2016,Limo,Consumer Internet,Mumbai,Rainmaker Ventures,Private Equity,1000000.0,1
Industry,3/6/2016,iCliniq,Consumer Internet,Bangalore,MadhanKumar Madathupalayam,Seed Funding,0.0,1
Industry,3/6/2016,GoGo Truck,Consumer Internet,Chennai,Undisclosed Investor,Seed Funding,75000.0,1
Industry,3/6/2016,Vyome Biosciences,Healthcare,New Delhi,Romulus Capital,Private Equity,2000000.0,1
Industry,6/6/2016,SillyMonks,Consumer Internet,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,448000.0,1
Industry,7/6/2016,CueMath,Education,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000.0,1
Industry,7/6/2016,KrazyBee,Consumer Internet,Bangalore,"Yeahmobi, Fenqile",Private Equity,2000000.0,1
Industry,8/6/2016,Grey Campus,Consumer Internet,Hyderabad,Sarath Sura,Seed Funding,1000000.0,1
Industry,8/6/2016,ListUp,eCommerce,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,500000.0,1
Industry,8/6/2016,Shopwati,Consumer Internet,Gurgaon,Sanjiv Rai,Seed Funding,0.0,1
Industry,8/6/2016,Cookifi,Consumer Internet,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,0.0,1
Industry,8/6/2016,StoreKing,eCommerce,Bangalore,Axiata Digital,Private Equity,16000000.0,1
Industry,8/6/2016,MySeniorDoctor,Consumer Internet,Gurgaon,BlackJag Partners,Seed Funding,200000.0,1
Industry,9/6/2016,Teabox,eCommerce,Siliguri,Cameron Jones,Seed Funding,0.0,1
Industry,9/6/2016,ExtraaEdge,Consumer Internet,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,0.0,1
Industry,10/6/2016,Kyazoonga,eCommerce,Mumbai,Ratan Tata,Seed Funding,0.0,1
Industry,10/6/2016,Paytunes,Consumer Internet,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,500000.0,1
Industry,11/6/2016,Jazzmyride,eCommerce,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0,1
Industry,11/6/2016,Redsun Telematics,Consumer Internet,Chennai,TVS Automobile Solutions Ltd,Private Equity,0.0,1
Industry,13/06/2016,KhanaGadi,Consumer Internet,Jaipur,50K Ventures,Seed Funding,0.0,1
Industry,13/06/2016,Bombay Shirt Company,eCommerce,Mumbai,undisclosed investor,Private Equity,1000000.0,1
Industry,13/06/2016,Matrubharti,Consumer Internet,,Viridian Capital,Seed Funding,30000.0,1
Industry,14/06/2016,EdTechReview,Consumer Internet,New Delhi,EVC Ventures,Seed Funding,0.0,1
Industry,14/06/2016,Sminq,Consumer Internet,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,1000000.0,1
Industry,14/06/2016,CureJoy,Consumer Internet,Bangalore,Accel Partners India,Private Equity,4400000.0,1
Industry,15/06/2016,Oneway.cab,Consumer Internet,Vadodara,Indian Angel Network,Seed Funding,450000.0,1
Industry,15/06/2016,GrabOnRent,eCommerce,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,0.0,1
Industry,16/06/2016,Unnati Helpers,Consumer Internet,Gurgaon,Info Edge (India) Ltd,Private Equity,600000.0,1
Industry,16/06/2016,Athletto,Consumer Internet,Bangalore,Atul Ingle,Seed Funding,0.0,1
Industry,16/06/2016,Saavn,Consumer Internet,USA,Guy Oseary,Private Equity,0.0,1
Industry,17/06/2016,Cleartax,Consumer Internet,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,12000000.0,1
Industry,17/06/2016,Duffl,eCommerce,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,0.0,1
Industry,17/06/2016,BYG,Consumer Internet,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,0.0,1
Industry,20/06/2016,Dipper,eCommerce,New Delhi,Undisclosed investor,Seed Funding,0.0,1
Industry,20/06/2016,Qonfuse,Consumer Internet,New Delhi,Hamraj Kumar,Seed Funding,0.0,1
Industry,20/06/2016,The Indian IRIS,Consumer Internet,Ahmedabad,Timbru Ventures,Seed Funding,0.0,1
Industry,21/06/2016,Onspoon,Consumer Internet,Mumbai,Swan Angel Network,Seed Funding,150000.0,1
Industry,21/06/2016,REstate,Consumer Internet,Bangalore,Idein Ventures,Seed Funding,0.0,1
Industry,21/06/2016,Cleartrip,Consumer Internet,Mumbai,"Concur Technologies, Gund Investment",Private Equity,0.0,1
Industry,21/06/2016,ProcMart,Consumer Internet,Noida,IndiaMart,Private Equity,0.0,1
Industry,21/06/2016,NatureNama,Consumer Internet,Mumbai,Unicorn Venture,Seed Funding,225000.0,1
Industry,21/06/2016,PrettySecrets,eCommerce,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000.0,1
Industry,22/06/2016,SpiderG,Consumer Internet,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,150000.0,1
Industry,23/06/2016,The Uolo,Consumer Internet,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,210000.0,1
Industry,23/06/2016,Padhopadhao,Consumer Internet,New Delhi,Rise India,Private Equity,0.0,1
Industry,24/06/2016,Drivify,Consumer Internet,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,50000.0,1
Industry,24/06/2016,PratiLipi,Consumer Internet,Bangalore,Nexus Venture Partners,Seed Funding,0.0,1
Industry,27/06/2016,YourDost,Consumer Internet,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1200000.0,1
Industry,27/06/2016,Gomalon,Consumer Internet,Bangalore,Undisclosed investor,Seed Funding,100000.0,1
Industry,27/06/2016,Voler Cars,Consumer Internet,New Delhi,"Kanodia family, Amit Banka",Seed Funding,0.0,1
Industry,28/06/2016,FabHotels,Consumer Internet,Gurgaon,"Accel Partners, RB Investments",Private Equity,8000000.0,1
Industry,28/06/2016,Hello Tax,Consumer Internet,New Delhi,Sanjeev Sinha,Seed Funding,295000.0,1
Industry,28/06/2016,MySuperBrain,Consumer Internet,Hyderabad,Soniks Consulting,Seed Funding,0.0,1
Industry,28/06/2016,BlogBeats,Consumer Internet,Bangalore,Undisclosed Investor,Seed Funding,0.0,1
Industry,29/06/2016,LetReach,eCommerce,New Delhi,vCommission,Private Equity,100000.0,1
Industry,29/06/2016,ImpactGuru,Consumer Internet,Mumbai,Piyush Jain,Seed Funding,0.0,1
Industry,29/06/2016,Velvetcase,eCommerce,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000.0,1
Industry,30/06/2016,Meru Cabs,Consumer Internet,Mumbai,Brand Capital,Private Equity,25000000.0,1
Industry,30/06/2016,Campus Diaries,Consumer Internet,Bangalore,Aarin Capital,Seed Funding,220000.0,1
Industry,30/06/2016,Scripbox,Consumer Internet,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity,0.0,1
Industry,1/5/2016,MotoMojo,Consumer Internet,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,0.0,1
Industry,1/5/2016,Prescribez,Consumer Internet,Pune,Ankush Mehta,Seed Funding,145000.0,1
Industry,3/5/2016,iDreamCareer,Consumer Internet,New Delhi,Brand Capital,Private Equity,0.0,1
Industry,3/5/2016,Zwayam,Consumer Internet,Bangalore,Undisclosed investors,Seed Funding,250000.0,1
Industry,3/5/2016,BoiBanit,Consumer Internet,Vadodara,Undisclosed investors,Seed Funding,0.0,1
Industry,3/5/2016,Zuver,Consumer Internet,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,180000.0,1
Industry,3/5/2016,Prepathon,Education,Mumbai,Blume Ventures,Private Equity,0.0,1
Industry,4/5/2016,EasyRoads,Consumer Internet,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,200000.0,1
Industry,4/5/2016,MyDentistChoice,eCommerce,Hyderabad,Undisclosed investors,Seed Funding,150000.0,1
Industry,4/5/2016,Indee,Consumer Internet,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,500000.0,1
Industry,5/5/2016,WebAlligator,Consumer Internet,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,375000.0,1
Industry,6/5/2016,EduAce Services,Education,Lucknow,MoMagic Technologies,Private Equity,1000000.0,1
Industry,9/5/2016,Toko Innovations,Consumer Internet,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,450000.0,1
Industry,9/5/2016,Rentickle,eCommerce,New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,250000.0,1
Industry,10/5/2016,HealthifyMe,Consumer Internet,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000.0,1
Industry,10/5/2016,Zarget,Consumer Internet,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000.0,1
